ID;Tipo;ROL;NOMBRE;RUT;DIRECCION;CODIGO_SII;ACTIVIDAD;FECHA_INGR;POINT_X;POINT_Y
533;COMERCIAL;2-000541;PAZ DURAN ANA DEL ROSARIO;;BARROS ARANA  710;477399,000000;DIARIOS Y REVISTAS;01/01/1993;-73,04981320000;-36,82632230000
534;COMERCIAL;2-000564;GUZMAN PEREIRA BERTA;;O HIGGINS      930;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04624620000;-36,82624320000
535;COMERCIAL;2-000568;LOBOS PUENTES JUAN;;RENGO 598;476103,000000;LIBRERIA;01/07/1900;-73,05309130000;-36,82644090000
536;COMERCIAL;2-000571;MUNOZ MUNOZ JOSE ARTURO;;BARROS ARANA  1090;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04504470000;-36,82456520000
537;COMERCIAL;2-000575;VERGARA PEZO BETTY ANGÉLICA;;TEGUALDA 150;472101,000000;ALM DE PROVISIONES;01/07/1900;-73,02291970000;-36,81629130000
538;COMERCIAL;2-000577;QUINTEROS LUIS EDELBERTO;;BARROS ARANA  428;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05314100000;-36,82788100000
539;COMERCIAL;2-000586;VASQUEZ MEDINA PETRONILA DEL CARMEN;;30 DE OCTUBRE   217;472102,000000;CARNICERIA;0;-73,00335500000;-36,83332610000
540;COMERCIAL;2-000592;ASTROZA HERNÚNDEZ ENRIQUE EDUARDO;;CAMINO A NONGUEN       1122;477399,000000;DIARIOS Y REVISTAS;;-73,00809130000;-36,82119470000
541;COMERCIAL;2-000593;NORAMBUENA MELGAREJO LORENZO;;BAQUEDANO 210;477201,000000;FARMACIA;01/07/1900;-73,03298200000;-36,81162490000
542;COMERCIAL;2-000600;HUGO ROGGENDORF Y COMPAÑÍA LIMITADA;83979300-6;O HIGGINS   832;472109,000000;PASTELERIA;;-73,04728690000;-36,82667270000
543;COMERCIAL;2-000601;MUÑOZ PEÑAILILLO MARIELA PAOLA;;CAUPOLICAN 1098;471100,000000;MINIMERCADO;01/07/1;-73,05490140000;-36,82093520000
544;COMERCIAL;2-000605;CAFE ROMETSCH SPA;77419304-9;BARROS ARANA  681;472109,000000;RESTAURANTE, FUENTE DE SODA, CIGARRI;;-73,05023170000;-36,82648370000
545;COMERCIAL;2-000619;SAIEH PÉREZ PEDRO ENRIQUE;;COLO COLO  622;932909,000000;BILLARES CAFETERIA;01/07/1900;-73,04930690000;-36,82463170000
546;COMERCIAL;2-000625;SALGADO RODRIGUEZ JOSE ROMAN;;DIAGONAL PEDRO AGUIRRE CERDA;477399,000000;DIARIOS Y REVISTAS;;-73,04297950000;-36,82619050000
547;COMERCIAL;2-000628;PATRICIA PINTO Y COMPANIA SPA;79815510-5;BARROS ARANA  492;662200,000000;CORREDOR DE SEGUROS;;-73,05266700000;-36,82738700000
548;COMERCIAL;2-000634;SANHUEZA HINOJOSA MANUEL;;ANIBAL PINTO  625;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05079240000;-36,82507280000
549;COMERCIAL;2-000645;LABORATORIO CLINICO TECNIMED LIMITADA;79861740-0;COLO COLO  357;869010,000000;LAB CLINICO;;-73,04788100000;-36,82730150000
550;COMERCIAL;2-000661;SIFRI HABIBE SPA;77218827-7;ANIBAL PINTO  578;477102,000000;ARTS PARA DAMAS;01/07/1;-73,05032810000;-36,82553660000
551;COMERCIAL;2-000676;OPTICA BERLIN LIMITADA;83378200-2;BARROS ARANA  631;477399,000000;OPTICA;01/07/1900;-73,05081800000;-36,82643130000
552;COMERCIAL;2-000695;JORGE SVERLIJ R Y COMPANIA LIMITADA;76709930-4;TUCAPEL 954;107100,000000;PANADERIAPAN Y LECHEHUEVOSGA;;-73,04889820000;-36,82007000000
553;COMERCIAL;2-000702;TOLOZA FIGUEROA AUDOLINA DEL CARMEN;;CASTELLON 501;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04743450000;-36,82532160000
554;COMERCIAL;2-000712;VALDERRAMA INOSTROZA MAGDALENA MERCEDES;;LOS CARRERA  921;477399,000000;DIARIOS Y REVISTAS;01/;-73,04916340000;-36,82191670000
555;COMERCIAL;2-000713;CABRERA BRAVO JUAN ALFREDO;;CAUPOLICAN 690;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05201000000;-36,82491000000
556;COMERCIAL;2-000717;RIVERA VALLEJOS OSCAR RAUL;;ARTURO PEREZ CANTO   797;472101,000000;ALM DE PROVISIONES;;-73,02073020000;-36,82059470000
557;COMERCIAL;2-000722;SOCIEDAD EDUCACIONAL MAISON DE LENFANCE LIMITADA;76207080-4;COCHARANE 1200;850021,000000;JARDIN IN;;-73,04179600000;-36,82699800000
558;COMERCIAL;2-000726;VERA ORTIZ MARIA CRISTINA;;LOS CARRERA   717;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05171760000;-36,82303520000
559;COMERCIAL;2-000728;VERGARA MILLAR CARMEN;;21 DE MAYO 21;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,06958560000;-36,81303170000
560;COMERCIAL;2-000742;FERRETERIA AMUNATEGUI S.A.;95229000-2;JUAN DE DIOS RIVERA;829900,000000;OF ADMINISTRATIVA;;-73,04902320000;-36,80767670000
561;COMERCIAL;2-000748;OCHOA YAÑEZ ALEX EMILIO;;O HIGGINS   1043;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04539090000;-36,82575980000
562;COMERCIAL;2-000749;BLANK OYANEDER EMMA EUGENIA;;GALVARINO 427;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,03824480000;-36,82227040000
563;COMERCIAL;2-000756;MUÑOZ PARRA CARLOS ALBERTO;;LIENTUR 77;472109,000000;ROTISERIA;01/07/1900;-73,04274280000;-36,80837200000
564;COMERCIAL;2-000759;RAUL SAINT JEAN Y COMPANIA LIMITADA;79796740-8;COCHARANE 607;869010,000000;EXAMENES/ULTRASONIDO;;-73,04906710000;-36,82964490000
565;COMERCIAL;2-000766;ARIAS CARO BENILDE;;CASTELLON 704;477399,000000;DIARIOS Y REVISTAS, CONFITES, CIGARRILLOS, ARTS. NAVIDE;;-73,04888760000;-36,82276200000
566;COMERCIAL;2-000771;VEHICULOS DE RENTA LIMITADA;89135000-7;COCHARANE 862;771000,000000;ARRIENDO AUTOS;01/;-73,04589460000;-36,82884050000
567;COMERCIAL;2-000772;CASTILLO ALTAMIRANO LUIS RICHARD;;PASAJE 3 3;561000,000000;RESTAURANTE COMERCIAL;01/07/1;-73,02397330000;-36,79181920000
568;COMERCIAL;2-000784;RIOS GARCES CRISTOBAL ALEJANDRO;;PASAJE 12 12;472200,000000;BEB ANALCOHOLICAS;01/07/19;-73,02638620000;-36,80103850000
569;COMERCIAL;2-000785;INDUSTRIA DE MUEBLES Y ESTRUCTURAS METALICAS LIMITADA;77671760-6;ANGOL 670;475901,000000;VENTA DE MUEBL;;-73,05581570000;-36,82663790000
570;COMERCIAL;2-000813;NAVARRO OCAMPO HECTOR MIGUEL;;TUCAPEL 837;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04821590000;-36,82138810000
571;COMERCIAL;2-000814;CALCAGNO REEVES LEONARDO ANTONIO;;COLLAO      1023;471100,000000;MINIMERCADO;01/07/1;-73,01701600000;-36,81962900000
572;COMERCIAL;2-000834;COMERCIAL EMISAN SPA;77013462-5;LOS CARRERA  420;473000,000000;ESTACION DE SERVICIO;;-73,05487650000;-36,82489120000
573;COMERCIAL;2-000857;RIVERA PEREZ HERMINDA;;PATRICIO LYNCH  400;477399,000000;VTA FORRAJES;01/07/1900;-73,03554400000;-36,81291970000
574;COMERCIAL;2-000858;VERDUGO FLORES GLORIA EUGENIA;;COLO COLO  451;477102,000000;ARTS DE HOMBRES;01/07/1900;-73,04855130000;-36,82621640000
575;COMERCIAL;2-000874;CID CUEVAS MARIA    ELENA;;ERCILLA   153;472101,000000;ALM PROVISIONES;01/07/1900;-73,05764730000;-36,83983570000
576;COMERCIAL;2-000899;BUSTOS VERGARA AURORA DEL CARMEN;;CUARTO CENTENARIO  178;471100,000000;MINIMERCADO;;-73,07725880000;-36,81085130000
577;COMERCIAL;2-000920;ALFONSO NEUMANN E HIJOS LIMITADA;82692100-5;LOS CARRERA   801;473000,000000;ESTACION DE SERVICIO;;-73,05030250000;-36,82235800000
578;COMERCIAL;2-000922;COMERCIAL Y GASTRONOMICA CHEN YANG LIMITADA;76103029-9;LINCOYAN 181;561000,000000;REST DIURNO;;-73,05175750000;-36,83123300000
579;COMERCIAL;2-000923;ESPINOZA MUNOZ JUAN DE DIOS;;COCHARANE 953;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04481470000;-36,82790920000
580;COMERCIAL;2-000938;HIDALGO HIDALGO JULIA MARIA;;COLO COLO  411;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04844590000;-36,82669030000
581;COMERCIAL;2-000940;FUENTES ANDRADE SERGIO ORLANDO;;MAIPU 99;451002,000000;RPTOS Y ACCESORIOS;01/07/1900;-73,05899260000;-36,82739160000
582;COMERCIAL;2-000954;REBOLLEDO ULLOA JUANA DEL CARMEN;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/190;-73,05237760000;-36,82505740000
583;COMERCIAL;2-000963;ORTEGA BECERRA GRACIELA DEL CARM;;DIAGONAL ORIENTE  20;472109,000000;ROTISERIA;01/07/1900;-73,03812400000;-36,81480120000
584;COMERCIAL;2-000965;NOVOA NOVOA EUSEBIA DE LAS MERCEDES;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/;-73,05237760000;-36,82505740000
585;COMERCIAL;2-000969;ERNA ROMERO GAETE;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
586;COMERCIAL;2-000970;MORALES SILVA TERESA DEL CARMEN;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
587;COMERCIAL;2-000976;CHAVEZ SILVA MARGARITA;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
588;COMERCIAL;2-000978;SILVA CUEVAS INES ADELAIDA;;RENGO 543;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05285540000;-36,82689490000
589;COMERCIAL;2-000979;DELGADO SILVA LISONDA MARIA;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
590;COMERCIAL;2-000980;OVIEDO SILVA MARCO ANTONIO;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
591;COMERCIAL;2-000981;SOCIEDAD REGIONAL COMERCIAL LIMITADA;85312400-1;O HIGGINS   517;561000,000000;FUENTE DE SODA;;-73,05152730000;-36,82817750000
592;COMERCIAL;2-000983;VALDES MUÑOZ DORALIZA DE LAS MERCEDES;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/;-73,05237760000;-36,82505740000
593;COMERCIAL;2-000984;VENEGAS SUAZO SONIA DEL CARMEN;;BULNES 1569;472101,000000;ALM DE PROVISIONES;01/01/1900;-73,04300040000;-36,81556410000
594;COMERCIAL;2-000994;VILLEGAS CASTRO EDITH DEL CARMEN;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
595;COMERCIAL;2-000997;CONTRERAS GALLEGOS ROSA ESTER;;PASAJE 13 13;472109,000000;ROTISERIA;01/07/1900;-73,02870390000;-36,80128400000
596;COMERCIAL;2-001006;BALDEBENITO MUÑOZ MARIO AQUILES;;EDUARDO FREI  2588;471100,000000;MINIMERCADO;01/;-73,03620040000;-36,80405300000
597;COMERCIAL;2-001007;GONZALEZ RAMIREZ RAMON;;RENGO 697;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05372260000;-36,82545710000
598;COMERCIAL;2-001018;MORALES ALMENDRA MANUEL JESÚS;7606203-K;RENGO 1498;472101,000000;ALM DE PROVISIONES;01/;-73,05862030000;-36,81723310000
599;COMERCIAL;2-001030;CARRASCO QUEVEDO ALFREDO RUPERTIANO;;LAS HERAS  1673;471100,000000;MINIMERCADO;01/07/;-73,04037790000;-36,81689320000
600;COMERCIAL;2-001032;VILLEGAS CASTRO ISABEL;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
601;COMERCIAL;2-001037;CAYUPE GONZALEZ MANUEL;;FERNANDEZ VIAL  2840;472200,000000;BEB ANALCOHOLICAS;01/;-73,07247380000;-36,80798830000
603;COMERCIAL;2-001069;SANHUEZA SANZANA MARTA;;ANIBAL PINTO  898;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05225860000;-36,82244570000
604;COMERCIAL;2-001071;MORALES ALVEAL OLGA DEL CARMEN;;O HIGGINS   585;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05106000000;-36,82788000000
605;COMERCIAL;2-001081;SOTO MUNOZ DORA ELIZABETH;;ERRAZURIZ 50;472101,000000;ALM DE PROVISIONES;01/07/1900;-73,05898580000;-36,83687490000
606;COMERCIAL;2-001087;ASTORGA ACUNA JUANA DE LOURDES;;PELANTARO 1895;475909,000000;PAQUETERIA;01/07/1900;-73,04440300000;-36,80611300000
607;COMERCIAL;2-001096;SUTTER URIARTE FERNANDO ALBERTO;;BARROS ARANA  653;477102,000000;ARTS DAMAS;01/07/1;-73,05069680000;-36,82613460000
608;COMERCIAL;2-001097;OCHOA OCHOA MARIA LUCILA;;VICUÑA MACKENNA   1826;472101,000000;ALM DE PROVISIONES;;-73,04221500000;-36,81011000000
609;COMERCIAL;2-001106;CUITIÑO VÚSQUEZ ROLANDO ABEL;;ANIBAL PINTO  680;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05091650000;-36,82455400000
610;COMERCIAL;2-001109;ISLA BRANDAU JUAN ENRIQUE;;MAIPU 1901;471100,000000;MINIMERCADO COMERCIAL;01/07/1900;-73,03599650000;-36,81786600000
611;COMERCIAL;2-001110;MOYA AEDO JEANNETTE JACQUELINE;;BRICEÑO 1995;477397,000000;VENT DE FLORES;01/07/1900;-73,06954640000;-36,81903210000
612;COMERCIAL;2-001114;ALARCON TORRES PILAR;;BRICEÑO 1995;477397,000000;VTA. FLORES;01/07/1900;-73,06954640000;-36,81903210000
613;COMERCIAL;2-001115;ESPARZA MUNOZ EUFROSIN DEL CARMEN;;PASAJE 23 23;472101,000000;ALM DE PROVISIONES;01/07;-73,03844500000;-36,80663510000
614;COMERCIAL;2-001116;GONZALEZ RIQUELME EMILIA ELIZABETH;;BRICEÑO 1995;477397,000000;VTA. FLORES;01/07/190;-73,06954640000;-36,81903210000
615;COMERCIAL;2-001118;OÑATE MUNOZ SUSANA CECILIA;;BRICEÑO 1995;477397,000000;VENTA DE FLORES;01/07/1900;-73,06954640000;-36,81903210000
616;COMERCIAL;2-001123;MORENO NEIRA MARIA MARTA;;LAGUNA REDONDA  674;472101,000000;ALM DE PROVISIONES;1;-73,06745980000;-36,81291460000
617;COMERCIAL;2-001126;TROTTER S. A.;81873700-9;CASTELLON 366;475909,000000;ARTS.PARA EL HOGAR;01/07/1900;-73,04622340000;-36,82666520000
618;COMERCIAL;2-001128;PALOMERA Y COMPAÑÍA LIMITADA;86381100-7;LINCOYAN 441;475100,000000;VTA TEJIDOS LANAS;;-73,05336330000;-36,82853410000
619;COMERCIAL;2-001135;GONZÚLEZ PROBOSTE PAMELA ANDREA;;BRICEÑO 1995;477397,000000;VTA. FLORES;01/07/1900;-73,06954640000;-36,81903210000
620;COMERCIAL;2-001142;ALVEAL TOLEDO GABRIELA;;BRICEÑO 1995;477397,000000;VTA. FLORES;01/07/1900;-73,06954640000;-36,81903210000
621;COMERCIAL;2-001147;VILLEGAS CASTRO ANA ROSA;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
622;COMERCIAL;2-001148;ARANEDA GONZÚLEZ MIGUEL FRANCISCO;;AINAVILLO 2134;471100,000000;MINIMERCADO;01/07/1;-73,04832360000;-36,80452870000
623;COMERCIAL;2-001154;LOPEZ BELTRAN RAMON;;BARROS ARANA  854;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04772130000;-36,82556860000
624;COMERCIAL;2-001163;LEPE LEPE JOSE HUGO;;PLAZA ESPAÑA  528;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05840200000;-36,82946400000
625;COMERCIAL;2-001171;CASTRO CASTILLO ULISES EDUARDO;;JUAN DE DIOS RIVERA;471100,000000;MINIMERCADO;;-73,04902320000;-36,80767670000
626;COMERCIAL;2-001172;RODRIGUEZ BASCUNAN YOLANDA MIRIAM;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/19;-73,05237760000;-36,82505740000
627;COMERCIAL;2-001180;SOCIEDAD CONCHA Y PAGE LIMITADA;83978600-K;ANGOL   359;471910,000000;GRANDES TIENDAS;1;-73,05408890000;-36,82991280000
628;COMERCIAL;2-001181;ESPARZA SILVA SILVIA MARGARITA;;CAUPOLICAN 673;477397,000000;VTA. FLORES;01/07/1900;-73,05237760000;-36,82505740000
629;COMERCIAL;2-001188;KRUMM AHUMADA YOLANDA ALICIA;;O HIGGINS   654;472109,000000;CONFITERIA;01/07/1900;-73,04969280000;-36,82781860000
630;COMERCIAL;2-001205;SEGUROS VIDA SECURITY PREVISION S. A.;99301000-6;O HIGGINS   420;651210,000000;CIA DE SEGUROS;;-73,05266680000;-36,82894480000
631;COMERCIAL;2-001208;MEDINA CAMPOS MARCOS LEONARDO;;AINAVILLO 1866;475201,000000;FERRETERIA;01/07/1900;-73,04685670000;-36,80733260000
632;COMERCIAL;2-001219;SOTELO ARAYA SILVIA ELIANA;;LAS HERAS  1802;472101,000000;ALM DE PROVISIONES;01/07/1900;-73,03867520000;-36,81662900000
633;COMERCIAL;2-001220;RENTA NACIONAL CIA DE SEGUROS GENERALES S. A.;94510000-1;CHACABUCO 485;651210,000000;VENTA DE SEGUR;;-73,05044320000;-36,83138800000
634;COMERCIAL;2-001228;ABUDINEN Y ADAUY LIMITADA;85398900-2;FREIRE 660;475909,000000;PAQUETERIA;01/07/1900;-73,05108710000;-36,82555830000
635;COMERCIAL;2-001229;SALOMON SACK  S.A.;90970000-0;CRUZ 785;466909,000000;DIST DE FIERRO;01/07/1900;-73,05350990000;-36,81870130000
636;COMERCIAL;2-001242;GUTIÉRREZ CASTRO MARIA BERNARDITA;;JANEQUEO    199;561000,000000;FUENTE DE SODA;1;-73,03894300000;-36,82594760000
637;COMERCIAL;2-001257;REBOLLEDO AGUAYO CARMEN JULIA;;CAMINO A NONGUEN       977;471100,000000;MINIMERCADO;;-73,00809130000;-36,82119470000
638;COMERCIAL;2-001263;BUSTAMANTE TRIVIÑOS IRZON ALEJANDRO;;DESIDERIO SANHUEZA  330;461001,000000;BEB ANALCOHOLIC;;-73,06617000000;-36,82770000000
639;COMERCIAL;2-001272;JOYERIA Y ORFEBRERIA SALVO LIMITADA;76239116-3;SAN MARTIN  655;477394,000000;VTA DE JOYAS;;-73,04923330000;-36,82851780000
640;COMERCIAL;2-001277;SOCIEDAD GASTRONOMICA RYP LIMITADA;76444869-3;MAIPU 1;561000,000000;REST DIURNO;01/07/1900;-73,05994500000;-36,82779310000
641;COMERCIAL;2-001280;LAGOS ARRIAGADA JIMENA ALEJANDRA;;DESIDERIO SANHUEZA  310;461001,000000;BEB ANALCOHOLICAS;;-73,06586320000;-36,82764370000
642;COMERCIAL;2-001289;CARRIEL LUENGO JOSE JOEL;;CHILOE 1011;472101,000000;ALM DE PROVISIONES;01/07/1900;-73,01679820000;-36,81896670000
643;COMERCIAL;2-001298;FOSALBA Y COMPAÑÍA LIMITADA;83937900-5;FREIRE 630;477101,000000;ZAPATERIA;01/07/1900;-73,05136850000;-36,82575170000
644;COMERCIAL;2-001306;NOVA CONCHA ANA;;CAUPOLICAN 673;477397,000000;VENTA DE FLORES;01/07/1900;-73,05237760000;-36,82505740000
645;COMERCIAL;2-001307;CASNER PAREDES MERCEDES ISABEL;;BRICEÑO 1995;477397,000000;FLORES;01/07/1900;-73,06954640000;-36,81903210000
646;COMERCIAL;2-001313;COMERCIAL SABA S. A.;78177660-2;MAIPU 839;477102,000000;PRENDAS DE VESTIR;01/07/1900;-73,04942920000;-36,82339680000
647;COMERCIAL;2-001359;ABASTIBLE S. A.;91806000-6;ARTURO PRAT   394;469000,000000;AGENCIA COMERCIAL Y OFICINA ADMINISTRATI;;-73,05812420000;-36,83104940000
648;COMERCIAL;2-001361;OSSES MATHINSON ARNOLDO NICOLAS;;O HIGGINS      692;477399,000000;DIARIOS Y REVISTAS;01/07;-73,04940150000;-36,82752770000
649;COMERCIAL;2-001366;COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S. A.;99012000-5;SAN MARTIN  418;651210,000000;;;-73,05210340000;-36,82991500000
650;COMERCIAL;2-001367;LIBERTY COMPAÑIA DE SEGUROS GENERALES S. A.;99061000-2;CHACABUCO  863;651210,000000;VTA SEGUROS;;-73,04543940000;-36,82928770000
651;COMERCIAL;2-001382;MONTALBA PALMA MARIA MONICA;;MAIPU 546;461001,000000;BEB ANALCOHOLICAS;01/07/1900;-73,05303000000;-36,82515990000
652;COMERCIAL;2-001387;VILLABLANCA E HIJO LIMITADA;84484900-1;CRUZ 594;474100,000000;EQUIPOS DE OFICINA;01/07/190;-73,05591470000;-36,81998350000
653;COMERCIAL;2-001390;COOPEUCH;82878900-7;BARROS ARANA  355;641990,000000;AHORRO Y CREDITO;01/07/1900;-73,05432380000;-36,82796980000
654;COMERCIAL;2-001397;SEGUROS GENERALES SURAMERICANA S. A.;99017000-2;CHACABUCO 1030;651210,000000;VTA SEGUROS;;-73,04316290000;-36,82884330000
655;COMERCIAL;2-001403;VASQUEZ QUIROZ MARGARITA;;BRICEÑO 1995;477397,000000;VTA. FLORES;01/07/1900;-73,06954640000;-36,81903210000
656;COMERCIAL;2-001404;HERNAN CUEVAS NAVARRETE Y OTRO;50529140-9;BULNES 130;477399,000000;PRODUCTOS INDUSTRIAL;;-73,06086780000;-36,82329530000
657;COMERCIAL;2-001413;CUEVAS VALENZUELA EDMUNDO;;CARRIEL SUR   13;477395,000000;GAS LICUADO;01/07/1900;-73,04586600000;-36,80884960000
658;COMERCIAL;2-001415;TERZI QUIJADA MARIA MILAGRO;;EJERCITO 505;477397,000000;VTA.FLORES;01/07/1900;-73,06072020000;-36,81433260000
659;COMERCIAL;2-001425;FABBRI LANDI FRANCO Y OTROS;50071640-1;BARROS ARANA  637;469000,000000;CASA IMPORTADORA;;-73,05075110000;-36,82646800000
660;COMERCIAL;2-001429;FUNERARIA LA PAZ Y COMPAÑÍA LIMITADA;86863700-5;BARROS ARANA  1393;310001,000000;SALON VTA. AT;;-73,04131080000;-36,82265620000
661;COMERCIAL;2-001430;GOMEZ GODOY MARIA;;IRARRAZABAL;472103,000000;DIARIOS Y REVISTAS;01/07/1900;-73,02695470000;-36,80839780000
662;COMERCIAL;2-001432;ALCARRUZ  MARTA ELENA;;TEMISTOCLES  402;471100,000000;MINIMERCADO;01/07/1900;-73,06967920000;-36,82367830000
663;COMERCIAL;2-001439;COMERCIAL LAMA LIMITADA;83024300-3;BARROS ARANA  798;469000,000000;CASA IMPORTADORA;;-73,04869180000;-36,82589330000
664;COMERCIAL;2-001440;SOLIS TOLEDO MAURICIO GERARDO;;CALEUCHE 348;471100,000000;MINIMERCADO;01/07/1900;-73,02076480000;-36,82232590000
665;COMERCIAL;2-001443;SOCIEDAD MELO LIMITADA;77666750-1;TUCAPEL 690;475909,000000;ART ELECTRONICOS;01/07/1900;-73,04728150000;-36,82280730000
666;COMERCIAL;2-001444;JOYERIA BUENOS AIRES LIMITADA;76040651-1;CAUPOLICAN 530;477394,000000;JOYERIA;01/07/;-73,05130210000;-36,82652080000
667;COMERCIAL;2-001450;BADILLA SILVA OSCAR    JOSE;;CAUPOLICAN 732;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05258490000;-36,82451750000
668;COMERCIAL;2-001455;QUIJADA VILLARROEL JOSÉ CRÍSPULO;;TUCAPEL 657;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04678100000;-36,82375790000
669;COMERCIAL;2-001458;PRODUCTOS Y DISTRIBUIDORES DEL SUR LIMITADA;84557500-2;JANEQUEO    1775;472101,000000;DISTRIB DE;;-73,04970530000;-36,80970720000
670;COMERCIAL;2-001468;BRUNO FRITSCH S. A.;84807200-1;ARTURO PRAT   306;451002,000000;C/V AUTOMOVILES;01/07/;-73,05724530000;-36,83170840000
671;COMERCIAL;2-001474;SERRANO ORELLANA MARGARITA;;OSORNO 53;471100,000000;MINIMERCADO;01/07/1900;-73,04064300000;-36,80905620000
672;COMERCIAL;2-001475;SZERECZ, SZERECZ Y MOLINA LIMITADA;76143797-6;COLO COLO  325;561000,000000;FUENTE DE SODA;;-73,04766460000;-36,82751940000
673;COMERCIAL;2-001483;AQUEVEQUE SAGREDO LUIS;;CASTELLON 133;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04488570000;-36,82926540000
674;COMERCIAL;2-001491;FIGUEROA MUÑOZ ROMILIO ROBERTO;;LINCOYAN 694;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05461550000;-36,82587870000
675;COMERCIAL;2-001493;ELECTRA FYK S. A.;96896480-1;RAPA NUI 88;475909,000000;ARTICULOS ELECTRICOS;01/07/1900;-73,02420100000;-36,80944870000
676;COMERCIAL;2-001500;RODAMENDEZ LIMITADA;89515900-K;INTERLAGUNAS   365;451002,000000;RODAMIENTOS,RPTOS;;-73,06453770000;-36,81366160000
677;COMERCIAL;2-001516;MAUREIRA MEZA LUIS ALBERTO;;CHACABUCO 450;561000,000000;RESTARAUNTE COMERCIAL;01/01/1;-73,05046620000;-36,83177950000
678;COMERCIAL;2-001528;ADELA DOMINGUEZ Y COMPANIA LIMITADA;85235200-0;FREIRE 20;466100,000000;ACC VEHICULOS;01/0;-73,05904090000;-36,82892600000
679;COMERCIAL;2-001538;CAFE COLOMBIA LIMITADA;85178500-0;DIAGONAL PEDRO AGUIRRE CERDA;561000,000000;FUENT;;-73,04297950000;-36,82619050000
680;COMERCIAL;2-001539;DIAZ GATICA NOEMI DEL CARMEN;;ANIBAL PINTO  560;561000,000000;CAFETERIA;01/07/1900;-73,05011380000;-36,82573920000
681;COMERCIAL;2-001542;NEUMARED S. A.;76781580-8;FREIRE 1;451002,000000;IMP REPTOS/ACCES VEH;01/07/1900;-73,05937000000;-36,82874000000
682;COMERCIAL;2-001552;IMPORTADORA IMCO LIMITADA;85262800-6;MAIPU 239;451002,000000;RPTOS Y ACCESORIOS;01/07/190;-73,05709430000;-36,82667720000
683;COMERCIAL;2-001556;ACEROS Y HERRAMIENTAS LIMITADA;77083410-4;MONTRIOU 1410;466909,000000;OF PROD METALICOS;;-73,05065730000;-36,80729500000
684;COMERCIAL;2-001565;MINIMERCADO IVONNE LAURA BECERRA ARRIAGDA EIRL;76241448-1;CAMINO A NONGUEN       1039;471100,000000;;;-73,00809130000;-36,82119470000
685;COMERCIAL;2-001576;VILLALOBOS RIQUELME EDITH;;MARTINEZ DE ROZAS   1699;472109,000000;ROTISERIA;1;-73,04064090000;-36,81595380000
686;COMERCIAL;2-001589;ARROYO MUNOZ INES DEL CARM;;MAIPU 301;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05606460000;-36,82641050000
687;COMERCIAL;2-001590;BANCO DEL ESTADO DE CHILE;97030000-7;O HIGGINS   486;641910,000000;BANCO;01/07/1900;-73,05195350000;-36,82875940000
